2020-11-04 06:41:49,b'RT @Nintendork9: Are you a bad enough dude to rescue President Ronnie?! #AFOTD #ArcadeFlyeroftheDay #067 is Bad Dudes made by Data East in\xe2\x80\xa6'
2020-11-04 06:41:49,b'Almost 1 million ballots left to be counted in Philadelphia/Pittsburgh and surrounding suburbs. Good news for Biden\xe2\x80\xa6 https://t.co/sw7shVeOCA'
2020-11-04 06:41:49,"b'RT @CoppedOOS_: if #trump wins the #Election2020, I will be giving $10 to everybody who retweets this tweet. https://t.co/l3dxPnqAch'"
2020-11-04 06:41:48,b'RT @CBSDenver: PIT BULL BAN REPEALED: Denver residents will be able to own a pit bull for the first time in 30 years!\n\n#Election2020 #copol\xe2\x80\xa6'
2020-11-04 06:41:48,b'RT @IndianCountry: BREAKING: Democratic Rep. Sharice Davids of Kansas has won a second term. The Ho-Chunk woman made history in 2018 as one\xe2\x80\xa6'
2020-11-04 06:41:48,b'RT @ErikVoorhees: Election outcome guide #election2020 #trump #biden https://t.co/yFXmnFrywL'
2020-11-04 06:41:48,b'RT @LanaZak: This @CBSNews data team is saying goodnight. There are still lots of votes to be counted and it won\xe2\x80\x99t happen tonight. Be patie\xe2\x80\xa6'
2020-11-04 06:41:48,b'#Election2020 | Get real-time results as ballots are counted locally and around the nation: https://t.co/r1aucezU4d https://t.co/Xa9lr2wGB4'
2020-11-04 06:41:48,b'So who is helping Trump steal the #Election2020?  The Russians? The Iranians? The Chinese? No way. It\xe2\x80\x99s more home-g\xe2\x80\xa6 https://t.co/45xcW3Njcw'
2020-11-04 06:41:48,"b'RT @AJENews: Trump accuses Democrats of trying to steal the presidential election, Twitter flags up the tweet.\n\nLatest updates: https://t.c\xe2\x80\xa6'"
2020-11-04 06:41:48,"b'RT @Kon__K: That #Trump could win this election after the thousands of monstrous things he\xe2\x80\x99s done and the 100,000s of people he\xe2\x80\x99s killed du\xe2\x80\xa6'"
2020-11-04 06:41:48,b'RT @1Damaris_Roman: How people in texas looking like rn #Election2020 #ElectionNight https://t.co/CHSvhtfCo9'
2020-11-04 06:41:48,b'RT @staceyabrams: Keep calm. Be patient. Allow local elections officials to do their jobs. What is most important isn\xe2\x80\x99t the speed of the co\xe2\x80\xa6'
2020-11-04 06:41:48,b'RT @DrEricDing: I know Pennsylvania\xe2\x80\x94Beware of the red mirage. Pennsylvania still has to count over 2.2 mil mail-in ballots. It\xe2\x80\x99s not over u\xe2\x80\xa6'
2020-11-04 06:41:48,b'RT @1Damaris_Roman: How people in texas looking like rn #Election2020 #ElectionNight https://t.co/CHSvhtfCo9'
2020-11-04 06:41:48,b'RT @ABC7: #Election2020: ABC News projects President Donald Trump to win Montana. \n\nLatest #ElectionNight coverage: https://t.co/Tr0Aq6RcYW\xe2\x80\xa6'
2020-11-04 06:41:47,"b'*Kanye voice* Ima let y\xe2\x80\x99all finish, but @TamarBraxtonHer had the best #Election2020 tweet of all time! \xf0\x9f\x98\x82 https://t.co/f8hcNQpoqV'"
2020-11-04 06:41:47,"b'RT @nytimes: Here\xe2\x80\x99s where the race for the White House stands now, based on the states called so far.\n\nFollow live #Election2020 results he\xe2\x80\xa6'"
2020-11-04 06:41:47,"b""RT @therecount: James Carville's message to Democrats: \xe2\x80\x9cPut the razor blades and the Ambien back in the medicine cabinet. We're going to be\xe2\x80\xa6"""
2020-11-04 06:41:47,b'I have a bad feeling Trump is going to win . sad.#ElectionNight #Election2020 #ElectionDay #Elections2020'
2020-11-04 06:41:47,b'RT @InbarCohen13: The Old City of Jerusalem: \nLots of Israelis show their support for #Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\n#Election2020 https://t.co/4ZoTFbONGA'
2020-11-04 06:41:47,b'I VOTED! #Election2020 #RickyTheRealtor https://t.co/L8vlWJpjtO'
2020-11-04 06:41:47,"b'RT @WeHeardUThe1stT: We can understand  Pennsylvania,  MAYBE. The other states have no excuse  #Election2020'"
2020-11-04 06:41:47,b'RT @BerniceKing: Counting votes that were legally cast does not = \xe2\x80\x9cstealing the election.\xe2\x80\x9d Dangerous rhetoric. Don\xe2\x80\x99t believe this. Large am\xe2\x80\xa6'
2020-11-04 06:41:47,b'RT @BerniceKing: Counting votes that were legally cast does not = \xe2\x80\x9cstealing the election.\xe2\x80\x9d Dangerous rhetoric. Don\xe2\x80\x99t believe this. Large am\xe2\x80\xa6'
2020-11-04 06:41:47,"b""I'll bet a dime to a dollar @charliekirk11  @GovWhitmer has her hand in a cookie ballot box. #Election2020 https://t.co/jp1hE4V1Td"""
2020-11-04 06:41:47,"b""RT @NufocusfromBham: Brothers and sisters, we're going to work with President Joe Biden. We're going to help Joe Biden be  a successful Pre\xe2\x80\xa6"""
2020-11-04 06:41:47,"b'RT @bringsnacks__: Man, the American election Is the fantasy sports of elections\n\n#Elections2020 #ElectionDay #ElectionNight #Election2020'"
2020-11-04 06:41:47,b'Reminder that Election night is not results night. And also that voter suppression is real and widespread and creat\xe2\x80\xa6 https://t.co/aaAUxoIBaS'
2020-11-04 06:41:46,b'RT @CNBCTV18Live: From CNN | Incumbent US President @realDonaldTrump to make a statement shortly\n\n#Elections2020 #Election2020 #ElectionDay\xe2\x80\xa6'
2020-11-04 06:41:46,"b'RT @BBCWorld: Donald Trump tweets vague claim that people are trying ""to STEAL the election""\n\nNumerous national and state-level studies hav\xe2\x80\xa6'"
2020-11-04 06:41:46,"b'Wow just wow. What a comeback from Trump. From 118, to 213. Defying the odds.  #Election2020 https://t.co/RgeVCivVNo'"
2020-11-04 06:41:46,b'RT @DrEricDing: I know Pennsylvania\xe2\x80\x94Beware of the red mirage. Pennsylvania still has to count over 2.2 mil mail-in ballots. It\xe2\x80\x99s not over u\xe2\x80\xa6'
2020-11-04 06:41:46,b'RT @TransEthics: Trans women have won elections in 3 States tonight. \n\n#Election2020'
2020-11-04 06:41:46,b'RT @francismmaxwell: This might\xe2\x80\x99ve got lost in your timeline but PROP 17 just passed in CA!!! Meaning all formerly incarcerated citizens ju\xe2\x80\xa6'
2020-11-04 06:41:46,b'RT @Feven_Kay: 10:27pm Biden has a slight lead in Nevada. \n\nImportant to note that Clark County election officials say mail in ballots will\xe2\x80\xa6'
2020-11-04 06:41:46,b'#Election2020  im no soothsayer but Trump will make it https://t.co/x4CfAnPpYk'
2020-11-04 06:41:46,b'RT @newsfreak1984: #BREAKING \n#Nevada\n49% reported\n#Trump 47.2%\n#Biden - 51.8%\n#Election2020'
2020-11-04 06:41:45,"b'RT @nytimes: Here are the latest #Election2020 results from Arizona, North Carolina, Florida and Texas, based on the votes reported so far:\xe2\x80\xa6'"
2020-11-04 06:41:45,"b'RT @Kon__K: That #Trump could win this election after the thousands of monstrous things he\xe2\x80\x99s done and the 100,000s of people he\xe2\x80\x99s killed du\xe2\x80\xa6'"
